STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MUS,Mauritius,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,4.3818998336792,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MAR,Morocco,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,6.08424997329712,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,MMR,Myanmar,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,1.63782000541687,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NLD,Netherlands,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,6.17341995239258,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NZL,New Zealand,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,4.45267009735107,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NOR,Norway,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,5.97280979156494,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PAK,Pakistan,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,2.14983010292053,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PAN,Panama,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,4.28096008300781,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PNG,Papua New Guinea,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,7.38970994949341,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRI,Puerto Rico,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,6.38756990432739,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,QAT,Qatar,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,1.97005999088287,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,RWA,Rwanda,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,2.15020990371704,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SGP,Singapore,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,2.4507999420166,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ESP,Spain,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,2.07864999771118,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHE,Switzerland,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,4.4963698387146,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SYR,Syrian Arab Republic,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,5.71441984176636,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,THA,Thailand,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,3.21512007713318,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GBR,United Kingdom,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,6.06335020065308,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VEN,"Venezuela, RB",WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,5.25665998458862,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ZMB,Zambia,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,5.69251012802124,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EMU,Euro area,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.38827991485596,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HIC,High income,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.46040487289429,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,NAC,North America,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,7.07383012771606,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,OED,OECD members,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.661484956741335,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PST,Post-demographic dividend,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.46040487289429,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ARG,Argentina,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.93554997444153,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,6.00073003768921,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUT,Austria,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,5.1800799369812,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BEL,Belgium,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,5.43633985519409,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BTN,Bhutan,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,2.5100200176239,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BWA,Botswana,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,5.95213985443115,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BRN,Brunei Darussalam,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.00110995769501,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BFA,Burkina Faso,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.67982995510101,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,7.07383012771606,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAF,Central African Republic,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,3.17053008079529,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,3.07045006752014,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHN,China,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.95884001255035,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,8.41331005096436,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,6.75367021560669,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CYP,Cyprus,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,3.31234002113342,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DNK,Denmark,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,5.75755977630615,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.94112014770508,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,5.7965202331543,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ETH,Ethiopia,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.9349399805069,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FRA,France,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,4.38827991485596,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SE_XPD_TOTL_GD_ZS,"Government expenditure on education, total (% of GDP)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1978,1.70948004722595,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Government expenditure on education, total (% of GDP)",0,Units,WB_WDI,World Development Indicators (WDI),RATIO,Ratio,P1Y,Annual,,A,Normal value,PU,Public
